대여대여소번호,반납대여소번호,대여,반납,총대여,총반납,차이,총차이,ScoreMag,ScoreRatio,lent_stationName,return_stationName,url
1619,1655,150,52,7475,7547,98,-72,1,0.485148515,중계동 하나프라자빌딩 앞(중1-1),공릉1단지아파트,http://map.daum.net/?sName=중계동 하나프라자빌딩 앞(중1-1) 대여소&eName=공릉1단지아파트 대여소&target=bicycle
1619,1623,391,251,7475,7547,140,-72,2,0.218068536,중계동 하나프라자빌딩 앞(중1-1),노원 구민회관,http://map.daum.net/?sName=중계동 하나프라자빌딩 앞(중1-1) 대여소&eName=노원 구민회관 대여소&target=bicycle
1605,1623,102,177,3705,4403,-75,-698,1,0.268817204,헬스케어,노원 구민회관,http://map.daum.net/?sName=헬스케어 대여소&eName=노원 구민회관 대여소&target=bicycle
1619,1656,220,339,7475,7547,-119,-72,2,0.212880143,중계동 하나프라자빌딩 앞(중1-1),중앙하이츠 아파트 입구,http://map.daum.net/?sName=중계동 하나프라자빌딩 앞(중1-1) 대여소&eName=중앙하이츠 아파트 입구 대여소&target=bicycle
1625,1656,179,271,11449,11180,-92,269,1,0.204444444,상계역(4번출구),중앙하이츠 아파트 입구,http://map.daum.net/?sName=상계역(4번출구) 대여소&eName=중앙하이츠 아파트 입구 대여소&target=bicycle
1619,1625,509,769,7475,7547,-260,-72,5,0.203442879,중계동 하나프라자빌딩 앞(중1-1),상계역(4번출구),http://map.daum.net/?sName=중계동 하나프라자빌딩 앞(중1-1) 대여소&eName=상계역(4번출구) 대여소&target=bicycle
1925,229,63,179,10853,11258,-116,-405,2,0.479338843,동양미래대학교 정문 옆,양평1 보행육교 앞,http://map.daum.net/?sName=동양미래대학교 정문 옆 대여소&eName=양평1 보행육교 앞 대여소&target=bicycle
1925,1957,182,93,10853,11258,89,-405,1,0.323636364,동양미래대학교 정문 옆,구일고등학교 정문,http://map.daum.net/?sName=동양미래대학교 정문 옆 대여소&eName=구일고등학교 정문 대여소&target=bicycle
1925,1946,164,247,10853,11258,-83,-405,1,0.201946472,동양미래대학교 정문 옆,구로역 광장,http://map.daum.net/?sName=동양미래대학교 정문 옆 대여소&eName=구로역 광장 대여소&target=bicycle
1901,1946,140,217,3793,4187,-77,-394,1,0.215686275,신도림동주민센터 앞,구로역 광장,http://map.daum.net/?sName=신도림동주민센터 앞 대여소&eName=구로역 광장 대여소&target=bicycle
907,930,65,138,17334,21700,-73,-4366,1,0.359605911,CJ 드림시티,구 서부경찰서 건너편,http://map.daum.net/?sName=CJ 드림시티 대여소&eName=구 서부경찰서 건너편 대여소&target=bicycle
907,935,244,373,17334,21700,-129,-4366,2,0.209076175,CJ 드림시티,역촌역 1번 출구,http://map.daum.net/?sName=CJ 드림시티 대여소&eName=역촌역 1번 출구 대여소&target=bicycle
926,935,270,151,6546,6833,119,-287,2,0.282660333,불광역 8번출구,역촌역 1번 출구,http://map.daum.net/?sName=불광역 8번출구 대여소&eName=역촌역 1번 출구 대여소&target=bicycle
1308,3513,86,244,21816,23730,-158,-1914,3,0.478787879,안암로터리 버스정류장 앞,상왕십리역 1번출구,http://map.daum.net/?sName=안암로터리 버스정류장 앞 대여소&eName=상왕십리역 1번출구 대여소&target=bicycle
1308,345,137,71,21816,23730,66,-1914,1,0.317307692,안암로터리 버스정류장 앞,서울보증보험본사 앞,http://map.daum.net/?sName=안암로터리 버스정류장 앞 대여소&eName=서울보증보험본사 앞 대여소&target=bicycle
341,345,337,170,6944,6197,167,747,3,0.32938856,혜화역 3번출구 뒤,서울보증보험본사 앞,http://map.daum.net/?sName=혜화역 3번출구 뒤 대여소&eName=서울보증보험본사 앞 대여소&target=bicycle
334,345,175,263,10121,9952,-88,169,1,0.200913242,종로3가역 2번출구 뒤,서울보증보험본사 앞,http://map.daum.net/?sName=종로3가역 2번출구 뒤 대여소&eName=서울보증보험본사 앞 대여소&target=bicycle
1308,519,109,190,21816,23730,-81,-1914,1,0.27090301,안암로터리 버스정류장 앞,양지사거리,http://map.daum.net/?sName=안암로터리 버스정류장 앞 대여소&eName=양지사거리 대여소&target=bicycle
3513,519,200,99,7483,4882,101,2601,2,0.337792642,상왕십리역 1번출구,양지사거리,http://map.daum.net/?sName=상왕십리역 1번출구 대여소&eName=양지사거리 대여소&target=bicycle
378,519,87,186,7304,7234,-99,70,1,0.362637363,청계7가 사거리,양지사거리,http://map.daum.net/?sName=청계7가 사거리 대여소&eName=양지사거리 대여소&target=bicycle
1308,362,437,285,21816,23730,152,-1914,3,0.210526316,안암로터리 버스정류장 앞,청계8가 사거리,http://map.daum.net/?sName=안암로터리 버스정류장 앞 대여소&eName=청계8가 사거리 대여소&target=bicycle
158,312,187,66,3964,4028,121,-64,2,0.47826087,독립문 어린이 공원,시청역 1번출구 뒤,http://map.daum.net/?sName=독립문 어린이 공원 대여소&eName=시청역 1번출구 뒤 대여소&target=bicycle
309,312,302,182,5992,4473,120,1519,2,0.247933884,광화문역 6번출구 옆,시청역 1번출구 뒤,http://map.daum.net/?sName=광화문역 6번출구 옆 대여소&eName=시청역 1번출구 뒤 대여소&target=bicycle
158,173,171,98,3964,4028,73,-64,1,0.271375465,독립문 어린이 공원,서대문역 8번출구 앞,http://map.daum.net/?sName=독립문 어린이 공원 대여소&eName=서대문역 8번출구 앞 대여소&target=bicycle
1231,1262,148,53,12608,12435,95,173,1,0.472636816,잠실역 6번출구,송파여성문화회관 앞,http://map.daum.net/?sName=잠실역 6번출구 대여소&eName=송파여성문화회관 앞 대여소&target=bicycle
1260,1262,160,101,5496,5493,59,3,1,0.22605364,방이동 한양3차아파트 옆,송파여성문화회관 앞,http://map.daum.net/?sName=방이동 한양3차아파트 옆 대여소&eName=송파여성문화회관 앞 대여소&target=bicycle
1231,542,67,149,12608,12435,-82,173,1,0.37962963,잠실역 6번출구,강변역 4번출구 뒤,http://map.daum.net/?sName=잠실역 6번출구 대여소&eName=강변역 4번출구 뒤 대여소&target=bicycle
1210,542,159,96,27973,28094,63,-121,1,0.247058824,롯데월드타워(잠실역2번출구 쪽),강변역 4번출구 뒤,http://map.daum.net/?sName=롯데월드타워(잠실역2번출구 쪽) 대여소&eName=강변역 4번출구 뒤 대여소&target=bicycle
1222,542,136,82,19141,19511,54,-370,1,0.247706422,잠실새내역 5번 출구 뒤,강변역 4번출구 뒤,http://map.daum.net/?sName=잠실새내역 5번 출구 뒤 대여소&eName=강변역 4번출구 뒤 대여소&target=bicycle
1231,502,186,396,12608,12435,-210,173,4,0.360824742,잠실역 6번출구,뚝섬유원지역 1번출구 앞,http://map.daum.net/?sName=잠실역 6번출구 대여소&eName=뚝섬유원지역 1번출구 앞 대여소&target=bicycle
1209,502,108,206,14401,14405,-98,-4,1,0.312101911,잠실나루역 (2번 출구 쪽),뚝섬유원지역 1번출구 앞,http://map.daum.net/?sName=잠실나루역 (2번 출구 쪽) 대여소&eName=뚝섬유원지역 1번출구 앞 대여소&target=bicycle
2219,502,144,240,26414,27015,-96,-601,1,0.25,"고속터미널역 8-1번, 8-2번 출구 사이",뚝섬유원지역 1번출구 앞,"http://map.daum.net/?sName=고속터미널역 8-1번, 8-2번 출구 사이 대여소&eName=뚝섬유원지역 1번출구 앞 대여소&target=bicycle"
3515,502,565,266,11085,11260,299,-175,5,0.359807461,서울숲 관리사무소,뚝섬유원지역 1번출구 앞,http://map.daum.net/?sName=서울숲 관리사무소 대여소&eName=뚝섬유원지역 1번출구 앞 대여소&target=bicycle
3505,502,673,365,5644,4650,308,994,6,0.29672447,신양초교앞 교차로,뚝섬유원지역 1번출구 앞,http://map.daum.net/?sName=신양초교앞 교차로 대여소&eName=뚝섬유원지역 1번출구 앞 대여소&target=bicycle
1210,502,243,162,27973,28094,81,-121,1,0.2,롯데월드타워(잠실역2번출구 쪽),뚝섬유원지역 1번출구 앞,http://map.daum.net/?sName=롯데월드타워(잠실역2번출구 쪽) 대여소&eName=뚝섬유원지역 1번출구 앞 대여소&target=bicycle
3506,502,324,526,3956,4320,-202,-364,4,0.237647059,영동대교 북단,뚝섬유원지역 1번출구 앞,http://map.daum.net/?sName=영동대교 북단 대여소&eName=뚝섬유원지역 1번출구 앞 대여소&target=bicycle
1231,1251,243,125,12608,12435,118,173,2,0.320652174,잠실역 6번출구,석촌역 2번출구,http://map.daum.net/?sName=잠실역 6번출구 대여소&eName=석촌역 2번출구 대여소&target=bicycle
1220,1251,82,168,6741,7523,-86,-782,1,0.344,잠실본동주민센터뒤 잠실근린공원,석촌역 2번출구,http://map.daum.net/?sName=잠실본동주민센터뒤 잠실근린공원 대여소&eName=석촌역 2번출구 대여소&target=bicycle
1221,1251,144,303,8629,11466,-159,-2837,3,0.355704698,삼전사거리 포스코더샵,석촌역 2번출구,http://map.daum.net/?sName=삼전사거리 포스코더샵 대여소&eName=석촌역 2번출구 대여소&target=bicycle
1245,1251,82,142,7098,6848,-60,250,1,0.267857143,문정 법조단지9,석촌역 2번출구,http://map.daum.net/?sName=문정 법조단지9 대여소&eName=석촌역 2번출구 대여소&target=bicycle
1231,501,83,150,12608,12435,-67,173,1,0.287553648,잠실역 6번출구,광진구의회 앞,http://map.daum.net/?sName=잠실역 6번출구 대여소&eName=광진구의회 앞 대여소&target=bicycle
3505,501,281,135,5644,4650,146,994,2,0.350961538,신양초교앞 교차로,광진구의회 앞,http://map.daum.net/?sName=신양초교앞 교차로 대여소&eName=광진구의회 앞 대여소&target=bicycle
1231,2219,73,131,12608,12435,-58,173,1,0.284313725,잠실역 6번출구,"고속터미널역 8-1번, 8-2번 출구 사이","http://map.daum.net/?sName=잠실역 6번출구 대여소&eName=고속터미널역 8-1번, 8-2번 출구 사이 대여소&target=bicycle"
2213,2219,222,120,4585,3679,102,906,2,0.298245614,고속터미널역 5번출구 앞,"고속터미널역 8-1번, 8-2번 출구 사이","http://map.daum.net/?sName=고속터미널역 5번출구 앞 대여소&eName=고속터미널역 8-1번, 8-2번 출구 사이 대여소&target=bicycle"
2211,2219,287,169,3076,2612,118,464,2,0.25877193,서초구립반포도서관 앞,"고속터미널역 8-1번, 8-2번 출구 사이","http://map.daum.net/?sName=서초구립반포도서관 앞 대여소&eName=고속터미널역 8-1번, 8-2번 출구 사이 대여소&target=bicycle"
502,512,139,352,40455,46318,-213,-5863,4,0.433808554,뚝섬유원지역 1번출구 앞,뚝섬역 1번 출구 옆,http://map.daum.net/?sName=뚝섬유원지역 1번출구 앞 대여소&eName=뚝섬역 1번 출구 옆 대여소&target=bicycle
3522,512,121,182,7516,8547,-61,-1031,1,0.201320132,사근삼거리,뚝섬역 1번 출구 옆,http://map.daum.net/?sName=사근삼거리 대여소&eName=뚝섬역 1번 출구 옆 대여소&target=bicycle
502,511,263,597,40455,46318,-334,-5863,6,0.388372093,뚝섬유원지역 1번출구 앞,서울숲역 4번 출구 옆,http://map.daum.net/?sName=뚝섬유원지역 1번출구 앞 대여소&eName=서울숲역 4번 출구 옆 대여소&target=bicycle
502,516,132,217,40455,46318,-85,-5863,1,0.243553009,뚝섬유원지역 1번출구 앞,광진메디칼 앞,http://map.daum.net/?sName=뚝섬유원지역 1번출구 앞 대여소&eName=광진메디칼 앞 대여소&target=bicycle
514,516,76,142,11672,12181,-66,-509,1,0.302752294,성수사거리 버스정류장 앞,광진메디칼 앞,http://map.daum.net/?sName=성수사거리 버스정류장 앞 대여소&eName=광진메디칼 앞 대여소&target=bicycle
502,537,110,178,40455,46318,-68,-5863,1,0.236111111,뚝섬유원지역 1번출구 앞,한양대후문역 부근,http://map.daum.net/?sName=뚝섬유원지역 1번출구 앞 대여소&eName=한양대후문역 부근 대여소&target=bicycle
502,837,181,113,40455,46318,68,-5863,1,0.231292517,뚝섬유원지역 1번출구 앞,한남나들목 입구,http://map.daum.net/?sName=뚝섬유원지역 1번출구 앞 대여소&eName=한남나들목 입구 대여소&target=bicycle
1705,1720,403,145,4247,4398,258,-151,5,0.47080292,도봉구청 정문앞,도봉구청 옆(중랑천변),http://map.daum.net/?sName=도봉구청 정문앞 대여소&eName=도봉구청 옆(중랑천변) 대여소&target=bicycle
1706,1720,166,106,4312,5011,60,-699,1,0.220588235,기업은행 앞,도봉구청 옆(중랑천변),http://map.daum.net/?sName=기업은행 앞 대여소&eName=도봉구청 옆(중랑천변) 대여소&target=bicycle
1705,1719,86,167,4247,4398,-81,-151,1,0.320158103,도봉구청 정문앞,신도봉사거리 버스정류장,http://map.daum.net/?sName=도봉구청 정문앞 대여소&eName=신도봉사거리 버스정류장 대여소&target=bicycle
1709,1719,174,81,7817,7156,93,661,1,0.364705882,쌍문역4번출구 주변,신도봉사거리 버스정류장,http://map.daum.net/?sName=쌍문역4번출구 주변 대여소&eName=신도봉사거리 버스정류장 대여소&target=bicycle
1705,1707,76,141,4247,4398,-65,-151,1,0.299539171,도봉구청 정문앞,도봉구민회관,http://map.daum.net/?sName=도봉구청 정문앞 대여소&eName=도봉구민회관 대여소&target=bicycle
1705,1726,173,266,4247,4398,-93,-151,1,0.211845103,도봉구청 정문앞,삼익세라믹아파트교차로,http://map.daum.net/?sName=도봉구청 정문앞 대여소&eName=삼익세라믹아파트교차로 대여소&target=bicycle
1707,1726,302,130,4171,3645,172,526,3,0.398148148,도봉구민회관,삼익세라믹아파트교차로,http://map.daum.net/?sName=도봉구민회관 대여소&eName=삼익세라믹아파트교차로 대여소&target=bicycle
1721,1726,318,552,6356,6964,-234,-608,4,0.268965517,창동역 2번출구,삼익세라믹아파트교차로,http://map.daum.net/?sName=창동역 2번출구 대여소&eName=삼익세라믹아파트교차로 대여소&target=bicycle
110,113,668,244,4254,3058,424,1196,8,0.464912281,사천교,홍대입구역 2번출구 앞,http://map.daum.net/?sName=사천교 대여소&eName=홍대입구역 2번출구 앞 대여소&target=bicycle
105,113,271,171,5689,4736,100,953,2,0.226244344,합정역 5번출구 앞,홍대입구역 2번출구 앞,http://map.daum.net/?sName=합정역 5번출구 앞 대여소&eName=홍대입구역 2번출구 앞 대여소&target=bicycle
110,170,294,124,4254,3058,170,1196,3,0.406698565,사천교,가재울 뉴타운 주유소 옆,http://map.daum.net/?sName=사천교 대여소&eName=가재울 뉴타운 주유소 옆 대여소&target=bicycle
117,170,246,117,10247,10327,129,-80,2,0.355371901,홍은사거리,가재울 뉴타운 주유소 옆,http://map.daum.net/?sName=홍은사거리 대여소&eName=가재울 뉴타운 주유소 옆 대여소&target=bicycle
154,170,75,131,11278,11858,-56,-580,1,0.27184466,마포구청역,가재울 뉴타운 주유소 옆,http://map.daum.net/?sName=마포구청역 대여소&eName=가재울 뉴타운 주유소 옆 대여소&target=bicycle
110,117,82,166,4254,3058,-84,1196,1,0.338709677,사천교,홍은사거리,http://map.daum.net/?sName=사천교 대여소&eName=홍은사거리 대여소&target=bicycle
110,166,253,144,4254,3058,109,1196,2,0.274559194,사천교,가재울 초등학교,http://map.daum.net/?sName=사천교 대여소&eName=가재울 초등학교 대여소&target=bicycle
117,166,339,135,10247,10327,204,-80,4,0.430379747,홍은사거리,가재울 초등학교,http://map.daum.net/?sName=홍은사거리 대여소&eName=가재울 초등학교 대여소&target=bicycle
165,166,225,94,4944,4414,131,530,2,0.410658307,중앙근린공원,가재울 초등학교,http://map.daum.net/?sName=중앙근린공원 대여소&eName=가재울 초등학교 대여소&target=bicycle
2242,2246,198,86,6053,4265,112,1788,2,0.394366197,양재역 11번 출구 앞,서울시 품질시험소 앞,http://map.daum.net/?sName=양재역 11번 출구 앞 대여소&eName=서울시 품질시험소 앞 대여소&target=bicycle
2242,2243,139,61,6053,4265,78,1788,1,0.39,양재역 11번 출구 앞,서울가정법원,http://map.daum.net/?sName=양재역 11번 출구 앞 대여소&eName=서울가정법원 대여소&target=bicycle
2206,2243,72,172,4671,4677,-100,-6,2,0.409836066,언남초등학교 앞,서울가정법원,http://map.daum.net/?sName=언남초등학교 앞 대여소&eName=서울가정법원 대여소&target=bicycle
2242,2327,214,97,6053,4265,117,1788,2,0.376205788,양재역 11번 출구 앞,뱅뱅사거리 랜드마크타워 앞,http://map.daum.net/?sName=양재역 11번 출구 앞 대여소&eName=뱅뱅사거리 랜드마크타워 앞 대여소&target=bicycle
2242,2252,368,218,6053,4265,150,1788,3,0.255972696,양재역 11번 출구 앞,하이브랜드 앞,http://map.daum.net/?sName=양재역 11번 출구 앞 대여소&eName=하이브랜드 앞 대여소&target=bicycle
2244,2252,199,132,5404,4975,67,429,1,0.202416918,교육개발원입구 교차로,하이브랜드 앞,http://map.daum.net/?sName=교육개발원입구 교차로 대여소&eName=하이브랜드 앞 대여소&target=bicycle
2242,2255,187,118,6053,4265,69,1788,1,0.226229508,양재역 11번 출구 앞,시민의숲역 1번출구 옆,http://map.daum.net/?sName=양재역 11번 출구 앞 대여소&eName=시민의숲역 1번출구 옆 대여소&target=bicycle
2248,2255,472,266,2384,2255,206,129,4,0.279132791,서초리슈빌S 글로벌 앞,시민의숲역 1번출구 옆,http://map.daum.net/?sName=서초리슈빌S 글로벌 앞 대여소&eName=시민의숲역 1번출구 옆 대여소&target=bicycle
2250,2255,216,120,2373,2230,96,143,1,0.285714286,서초유치원 맞은편,시민의숲역 1번출구 옆,http://map.daum.net/?sName=서초유치원 맞은편 대여소&eName=시민의숲역 1번출구 옆 대여소&target=bicycle
199,420,157,57,4808,3463,100,1345,2,0.46728972,서울 월드컵 경기장,서울시 공공자전거 상암센터,http://map.daum.net/?sName=서울 월드컵 경기장 대여소&eName=서울시 공공자전거 상암센터 대여소&target=bicycle
186,420,191,354,9655,10165,-163,-510,3,0.299082569,월드컵공원,서울시 공공자전거 상암센터,http://map.daum.net/?sName=월드컵공원 대여소&eName=서울시 공공자전거 상암센터 대여소&target=bicycle
407,410,163,254,4377,4263,-91,114,1,0.21822542,마포구 육아종합지원센터,상암중학교 옆,http://map.daum.net/?sName=마포구 육아종합지원센터 대여소&eName=상암중학교 옆 대여소&target=bicycle
407,411,159,106,4377,4263,53,114,1,0.2,마포구 육아종합지원센터,DMC홍보관,http://map.daum.net/?sName=마포구 육아종합지원센터 대여소&eName=DMC홍보관 대여소&target=bicycle
402,411,287,171,5010,4687,116,323,2,0.253275109,상암월드컵파크 9단지 앞,DMC홍보관,http://map.daum.net/?sName=상암월드컵파크 9단지 앞 대여소&eName=DMC홍보관 대여소&target=bicycle
264,266,294,107,4236,3520,187,716,3,0.466334165,교보생명보험 앞,영등포청과시장 사거리,http://map.daum.net/?sName=교보생명보험 앞 대여소&eName=영등포청과시장 사거리 대여소&target=bicycle
232,266,139,222,10839,11441,-83,-602,1,0.229916898,양평우림 이비즈센타 앞,영등포청과시장 사거리,http://map.daum.net/?sName=양평우림 이비즈센타 앞 대여소&eName=영등포청과시장 사거리 대여소&target=bicycle
1201,1286,80,219,6406,7066,-139,-660,2,0.464882943,가락시장역 3번 출구,위례중앙푸르지오 1단지 앞,http://map.daum.net/?sName=가락시장역 3번 출구 대여소&eName=위례중앙푸르지오 1단지 앞 대여소&target=bicycle
1243,1286,92,177,9277,9808,-85,-531,1,0.31598513,문정 법조단지7,위례중앙푸르지오 1단지 앞,http://map.daum.net/?sName=문정 법조단지7 대여소&eName=위례중앙푸르지오 1단지 앞 대여소&target=bicycle
1217,1286,134,240,4407,4548,-106,-141,2,0.28342246,송파파인타운 7단지,위례중앙푸르지오 1단지 앞,http://map.daum.net/?sName=송파파인타운 7단지 대여소&eName=위례중앙푸르지오 1단지 앞 대여소&target=bicycle
1285,1286,197,111,2271,2238,86,33,1,0.279220779,위례별 유치원 뒤,위례중앙푸르지오 1단지 앞,http://map.daum.net/?sName=위례별 유치원 뒤 대여소&eName=위례중앙푸르지오 1단지 앞 대여소&target=bicycle
1244,1286,83,145,8508,8753,-62,-245,1,0.271929825,문정 법조단지8,위례중앙푸르지오 1단지 앞,http://map.daum.net/?sName=문정 법조단지8 대여소&eName=위례중앙푸르지오 1단지 앞 대여소&target=bicycle
1201,1217,92,213,6406,7066,-121,-660,2,0.396721311,가락시장역 3번 출구,송파파인타운 7단지,http://map.daum.net/?sName=가락시장역 3번 출구 대여소&eName=송파파인타운 7단지 대여소&target=bicycle
1201,1265,229,405,6406,7066,-176,-660,3,0.277602524,가락시장역 3번 출구,문정동 근린공원,http://map.daum.net/?sName=가락시장역 3번 출구 대여소&eName=문정동 근린공원 대여소&target=bicycle
1212,1265,157,83,6783,7281,74,-498,1,0.308333333,송파역 2번 출구앞,문정동 근린공원,http://map.daum.net/?sName=송파역 2번 출구앞 대여소&eName=문정동 근린공원 대여소&target=bicycle
1251,1265,146,82,9579,9782,64,-203,1,0.280701754,석촌역 2번출구,문정동 근린공원,http://map.daum.net/?sName=석촌역 2번출구 대여소&eName=문정동 근린공원 대여소&target=bicycle
1201,1288,146,246,6406,7066,-100,-660,2,0.255102041,가락시장역 3번 출구,문정중교 사거리,http://map.daum.net/?sName=가락시장역 3번 출구 대여소&eName=문정중교 사거리 대여소&target=bicycle
1243,1288,181,345,9277,9808,-164,-531,3,0.311787072,문정 법조단지7,문정중교 사거리,http://map.daum.net/?sName=문정 법조단지7 대여소&eName=문정중교 사거리 대여소&target=bicycle
1265,1288,608,1116,6631,7053,-508,-422,10,0.294663573,문정동 근린공원,문정중교 사거리,http://map.daum.net/?sName=문정동 근린공원 대여소&eName=문정중교 사거리 대여소&target=bicycle
1227,1288,167,282,3523,3911,-115,-388,2,0.256124722,거여역 8번출구 뒤,문정중교 사거리,http://map.daum.net/?sName=거여역 8번출구 뒤 대여소&eName=문정중교 사거리 대여소&target=bicycle
1282,1288,96,151,3505,3900,-55,-395,1,0.222672065,송파소방서 맞은편(성내4교),문정중교 사거리,http://map.daum.net/?sName=송파소방서 맞은편(성내4교) 대여소&eName=문정중교 사거리 대여소&target=bicycle
1201,1211,270,161,6406,7066,109,-660,2,0.252900232,가락시장역 3번 출구,방이삼거리,http://map.daum.net/?sName=가락시장역 3번 출구 대여소&eName=방이삼거리 대여소&target=bicycle
1206,1211,138,74,8262,7754,64,508,1,0.301886792,9호선종합운동장역 9번출구,방이삼거리,http://map.daum.net/?sName=9호선종합운동장역 9번출구 대여소&eName=방이삼거리 대여소&target=bicycle
2122,2159,164,250,5117,4815,-86,302,1,0.207729469,낙성대로 입구,인헌초교,http://map.daum.net/?sName=낙성대로 입구 대여소&eName=인헌초교 대여소&target=bicycle
2128,2159,80,181,2415,2082,-101,333,2,0.38697318,관악구청교차로,인헌초교,http://map.daum.net/?sName=관악구청교차로 대여소&eName=인헌초교 대여소&target=bicycle
2129,2159,405,245,3395,2239,160,1156,3,0.246153846,낙성대 과학전시관,인헌초교,http://map.daum.net/?sName=낙성대 과학전시관 대여소&eName=인헌초교 대여소&target=bicycle
2148,2159,156,234,3634,3532,-78,102,1,0.2,낙성대역 3번출구 뒤,인헌초교,http://map.daum.net/?sName=낙성대역 3번출구 뒤 대여소&eName=인헌초교 대여소&target=bicycle
900,911,91,249,3252,3085,-158,167,3,0.464705882,은평예술회관,은평평화공원(역촌역4번출구),http://map.daum.net/?sName=은평예술회관 대여소&eName=은평평화공원(역촌역4번출구) 대여소&target=bicycle
901,911,111,274,4032,4189,-163,-157,3,0.423376623,응암1동사무소,은평평화공원(역촌역4번출구),http://map.daum.net/?sName=응암1동사무소 대여소&eName=은평평화공원(역촌역4번출구) 대여소&target=bicycle
805,811,60,158,4517,5252,-98,-735,1,0.449541284,문배어린이공원 앞,녹사평역1번출구,http://map.daum.net/?sName=문배어린이공원 앞 대여소&eName=녹사평역1번출구 대여소&target=bicycle
810,811,102,171,2877,2444,-69,433,1,0.252747253,이태원지하보도,녹사평역1번출구,http://map.daum.net/?sName=이태원지하보도 대여소&eName=녹사평역1번출구 대여소&target=bicycle
805,826,119,183,4517,5252,-64,-735,1,0.21192053,문배어린이공원 앞,서울역 서부교차로2,http://map.daum.net/?sName=문배어린이공원 앞 대여소&eName=서울역 서부교차로2 대여소&target=bicycle
180,826,149,67,3843,3072,82,771,1,0.37962963,충정로역 7번출구 뒤,서울역 서부교차로2,http://map.daum.net/?sName=충정로역 7번출구 뒤 대여소&eName=서울역 서부교차로2 대여소&target=bicycle
819,826,157,292,3868,4118,-135,-250,2,0.300668151,선린인터넷 고등학교,서울역 서부교차로2,http://map.daum.net/?sName=선린인터넷 고등학교 대여소&eName=서울역 서부교차로2 대여소&target=bicycle
146,185,158,426,10914,11574,-268,-660,5,0.45890411,마포역 1번출구 뒤,마포 신수공원 앞,http://map.daum.net/?sName=마포역 1번출구 뒤 대여소&eName=마포 신수공원 앞 대여소&target=bicycle
150,185,82,151,8165,7887,-69,278,1,0.296137339,서강대역 2번출구 앞,마포 신수공원 앞,http://map.daum.net/?sName=서강대역 2번출구 앞 대여소&eName=마포 신수공원 앞 대여소&target=bicycle
327,329,72,152,7393,6943,-80,450,1,0.357142857,낙원상가 옆,청계2가 사거리 옆,http://map.daum.net/?sName=낙원상가 옆 대여소&eName=청계2가 사거리 옆 대여소&target=bicycle
311,329,160,85,12978,9711,75,3267,1,0.306122449,서울광장 옆,청계2가 사거리 옆,http://map.daum.net/?sName=서울광장 옆 대여소&eName=청계2가 사거리 옆 대여소&target=bicycle
1334,1663,150,56,2038,1915,94,123,1,0.45631068,석관동주민센터 앞,동해문화예술관앞,http://map.daum.net/?sName=석관동주민센터 앞 대여소&eName=동해문화예술관앞 대여소&target=bicycle
1514,1531,64,170,5091,5039,-106,52,2,0.452991453,강북구청 사거리 버스정류소 앞,미아사거리 1번 출구,http://map.daum.net/?sName=강북구청 사거리 버스정류소 앞 대여소&eName=미아사거리 1번 출구 대여소&target=bicycle
1318,1531,268,156,4786,4831,112,-45,2,0.264150943,길음역 3번출구 뒤,미아사거리 1번 출구,http://map.daum.net/?sName=길음역 3번출구 뒤 대여소&eName=미아사거리 1번 출구 대여소&target=bicycle
1501,1531,397,607,4666,4733,-210,-67,4,0.209163347,"미아역 3번,4번 출구 사이",미아사거리 1번 출구,"http://map.daum.net/?sName=미아역 3번,4번 출구 사이 대여소&eName=미아사거리 1번 출구 대여소&target=bicycle"
1319,1531,314,208,5443,5718,106,-275,2,0.203065134,종암사거리 분수대,미아사거리 1번 출구,http://map.daum.net/?sName=종암사거리 분수대 대여소&eName=미아사거리 1번 출구 대여소&target=bicycle
1514,1530,155,59,5091,5039,96,52,1,0.448598131,강북구청 사거리 버스정류소 앞,광산사거리,http://map.daum.net/?sName=강북구청 사거리 버스정류소 앞 대여소&eName=광산사거리 대여소&target=bicycle
1506,1530,210,87,3313,3301,123,12,2,0.414141414,강북문화예술회관,광산사거리,http://map.daum.net/?sName=강북문화예술회관 대여소&eName=광산사거리 대여소&target=bicycle
1512,1530,148,227,4534,5099,-79,-565,1,0.210666667,강북중학교 앞,광산사거리,http://map.daum.net/?sName=강북중학교 앞 대여소&eName=광산사거리 대여소&target=bicycle
1514,1532,203,88,5091,5039,115,52,2,0.395189003,강북구청 사거리 버스정류소 앞,번3동 주민센터 교차로,http://map.daum.net/?sName=강북구청 사거리 버스정류소 앞 대여소&eName=번3동 주민센터 교차로 대여소&target=bicycle
119,121,65,172,7064,7554,-107,-490,2,0.451476793,서강나루 공원,마포소방서 앞,http://map.daum.net/?sName=서강나루 공원 대여소&eName=마포소방서 앞 대여소&target=bicycle
119,146,199,130,7064,7554,69,-490,1,0.209726444,서강나루 공원,마포역 1번출구 뒤,http://map.daum.net/?sName=서강나루 공원 대여소&eName=마포역 1번출구 뒤 대여소&target=bicycle
143,146,231,135,6109,6639,96,-530,1,0.262295082,공덕역 2번출구,마포역 1번출구 뒤,http://map.daum.net/?sName=공덕역 2번출구 대여소&eName=마포역 1번출구 뒤 대여소&target=bicycle
227,267,100,262,6651,8339,-162,-1688,3,0.447513812,양평2나들목 보행통로 입구,삼성화재 사옥 옆,http://map.daum.net/?sName=양평2나들목 보행통로 입구 대여소&eName=삼성화재 사옥 옆 대여소&target=bicycle
